X,Y,name,longitude,latitude,WKT,icon_url
37.30601,-5.69928,Masagalu hill,"37.306","-5.69928",POINT Z (37.30601000000002 -5.699279999999991 0),
38.63295,-5.02218,Misalai Hill,"38.633","-5.02218",POINT Z (38.63294999999999 -5.022179999999992 0),
38.46663,-5.00927,Mpale hill 2,"38.4666","-5.00927",POINT Z (38.46663000000001 -5.009269999999979 0),
38.17708,-4.75499,Magila,"38.1771","-4.75499",POINT Z (38.17707999999997 -4.754989999999988 0),
35.50328,-6.60241,CHIFUKULO,"35.5033","-6.60241",POINT Z (35.50328 -6.602409999999996 0),
38.22667,-10.37215,Mbondo,"38.2267","-10.3721",POINT Z (38.22667000000003 -10.37215 0),
38.32553,-10.37041,Chimbendenga,"38.3255","-10.3704",POINT Z (38.32553 -10.37041 0),
32.48519,-8.54994,Mazinde Hill,"32.4852","-8.54994",POINT Z (32.48519 -8.549939999999989 0),
36.89674,-6.98714,Nyameni,"36.8967","-6.98714",POINT Z (36.89673999999998 -6.987140000000003 0),
38.68225,-10.730944,Namajani,"38.6823","-10.7309",POINT Z (38.68225 -10.730944 0),
35.53811111,-3.68669444,Masizda,"35.5381","-3.68669",POINT Z (35.53811111 -3.686694439999991 0),
36.10587,-2.71615,Gelai Meirugoi,"36.1059","-2.71615",POINT Z (36.10587 -2.716150000000008 0),
35.42431,-3.67018,Gembakw,"35.4243","-3.67018",POINT Z (35.42431000000001 -3.670179999999987 0),
36.38748,-4.72937,Irukushbo,"36.3875","-4.72937",POINT Z (36.38748 -4.729369999999983 0),
35.53614,-2.39748,Lamnyani B Hill,"35.5361","-2.39748",POINT Z (35.53613999999998 -2.397480000000003 0),
36.67421,-4.67696,Makame (Tyakunini,"36.6742","-4.67696",POINT Z (36.67421 -4.676960000000012 0),
38.60374,-7.41073,Mtunani,"38.6037","-7.41073",POINT Z (38.60374000000002 -7.410729999999992 0),
38.89491,-7.73156,Kibiti RS,"38.8949","-7.73156",POINT Z (38.89491 -7.73156 0),
36.99332,-10.99631,Mbatamila,"36.9933","-10.9963",POINT Z (36.99332 -10.99630999999999 0),
37.77055,-10.94284,Tulieni,"37.7706","-10.9428",POINT Z (37.77055000000002 -10.94284 0),
37.35044,-11.60569,Makande,"37.3504","-11.6057",POINT Z (37.35044 -11.60569 0),
37.11287,-10.96621,Kitalo,"37.1129","-10.9662",POINT Z (37.11287 -10.96620999999999 0),
36.09608,-10.92485,Ligera,"36.0961","-10.9248",POINT Z (36.09608000000001 -10.92484999999999 0),
36.88511,-11.33343,Masuguru (Airtel),"36.8851","-11.3334",POINT Z (36.88510999999998 -11.33342999999999 0),
36.931806,-10.751972,Milonde,"36.9318","-10.752",POINT Z (36.93180599999999 -10.751972 0),
34.47773,-5.04754,Makilawa Dispensary,"34.4777","-5.04754",POINT Z (34.47773000000002 -5.047540000000006 0),
34.13457,-4.64842,Masimba,"34.1346","-4.64842",POINT Z (34.13457 -4.648419999999993 0),
38.87148,-5.41613,Mseko,"38.8715","-5.41613",POINT Z (38.87148000000001 -5.416130000000015 0),
35.6277,-4.71263,MWEMBENI - ULUMBU,"35.6277","-4.71263",POINT Z (35.62769999999999 -4.712629999999982 0),
35.74195,-4.83971944,TUMBELO HILL,"35.742","-4.83972",POINT Z (35.74195 -4.839719440000001 0),
36.12229,-4.79893,INDINDIRI TANGINI,"36.1223","-4.79893",POINT Z (36.12229000000001 -4.798930000000007 0),
35.19783333,-7.78127778,Idodi,"35.1978","-7.78128",POINT Z (35.19783333000001 -7.781277780000018 0),
35.06558889,-7.92701944,Mahuninga,"35.0656","-7.92702",POINT Z (35.06558889000003 -7.927019440000002 0),
38.8219,-9.96158056,Machang'anja HILL,"38.8219","-9.96158",POINT Z (38.82190000000001 -9.961580559999984 0),
38.80491944,-9.89743889,Chikwale,"38.8049","-9.89744",POINT Z (38.80491943999999 -9.897438889999993 0),
39.11751111,-9.90458889,Mchichili,"39.1175","-9.90459",POINT Z (39.11751111 -9.904588890000019 0),
32.68505556,-8.0645,Kapalala,"32.6851","-8.0645",POINT Z (32.68505555999998 -8.064500000000015 0),
32.82,-7.743361,Ngwala,"32.82","-7.74336",POINT Z (32.81999999999998 -7.743361 0),
37.05047222,-4.70438889,Loonderekes,"37.0505","-4.70439",POINT Z (37.05047222000002 -4.704388889999985 0),
37.18996944,-4.85223056,Kitwai,"37.19","-4.85223",POINT Z (37.18996943999998 -4.852230560000004 0),
36.49033889,-3.64816111,Naalarami 1,"36.4903","-3.64816",POINT Z (36.49033888999999 -3.648161109999999 0),
33.97295,-9.11389,Ujuni Hill,"33.9729","-9.11389",POINT Z (33.97295 -9.113890000000007 0),
34.07172222,-9.02794444,Ikuwo,"34.0717","-9.02794",POINT Z (34.07172221999999 -9.027944439999992 0),
37.75816,-10.74438,Liwangula,"37.7582","-10.7444",POINT Z (37.75816 -10.74438000000001 0),
36.82241111,-10.60535,Kalulu,"36.8224","-10.6053",POINT Z (36.82241110999998 -10.60534999999999 0),
36.46251111,-2.61976944,Mundarara,"36.4625","-2.61977",POINT Z (36.46251111000002 -2.619769440000006 0),
35.38626944,-6.87731944,CHINUGULU,"35.3863","-6.87732",POINT Z (35.38626944 -6.877319440000001 0),
35.30955,-6.76813,Manda Sec/s,"35.3096","-6.76813",POINT Z (35.30955 -6.768130000000019 0),
35.24021111,-8.08416111,Ufyambe,"35.2402","-8.08416",POINT Z (35.24021110999997 -8.084161110000004 0),
35.15491667,-8.77994444,Isaula,"35.1549","-8.77994",POINT Z (35.15491666999999 -8.779944440000005 0),
31.15763889,-1.82769444,RUGU PS,"31.1576","-1.82769",POINT Z (31.15763888999998 -1.827694439999983 0),
31.16778,-1.79119,MISHA,"31.1678","-1.79119",POINT Z (31.16777999999997 -1.791189999999996 0),
31.26155556,-2.65016667,KIRURUMO,"31.2616","-2.65017",POINT Z (31.26155556000001 -2.650166669999996 0),
38.03003889,-10.55978889,Kilimarondo Afya,"38.03","-10.5598",POINT Z (38.03003889 -10.55978888999999 0),
39.36523056,-9.17951944,Kiwawa,"39.3652","-9.17952",POINT Z (39.36523055999999 -9.179519440000014 0),
39.31626944,-9.05986944,Mchakama,"39.3163","-9.05987",POINT Z (39.31626944000001 -9.05986943999999 0),
37.83545,-9.53113056,Barikiwa,"37.8355","-9.53113",POINT Z (37.83545000000001 -9.531130560000001 0),
32.94303056,-8.53728056,Totowe,"32.943","-8.53728",POINT Z (32.94303056 -8.537280560000005 0),
38.00441667,-7.23455556,Kiganila,"38.0044","-7.23456",POINT Z (38.00441667 -7.234555559999993 0),
38.58868889,-10.63558056,Mkwapa,"38.5887","-10.6356",POINT Z (38.58868889000001 -10.63558056 0),
38.66052,-11.23874,Marumba Mbuyuni,"38.6605","-11.2387",POINT Z (38.66051999999997 -11.23874 0),
38.57606944,-11.13962,Namijati,"38.5761","-11.1396",POINT Z (38.57606943999999 -11.13962000000001 0),
33.51162,-2.46609,YITWIMILA �A�,"33.5116","-2.46609",POINT Z (33.51162000000001 -2.466090000000001 0),
37.27403,-3.74108,Olchoronyori,"37.274","-3.74108",POINT Z (37.27403000000003 -3.741080000000012 0),
35.14482778,-3.95576389,Yaeda Chini,"35.1448","-3.95576",POINT Z (35.14482778000001 -3.955763890000006 0),
35.24788889,-3.91238889,Mongo wa mono,"35.2479","-3.91239",POINT Z (35.24788889000002 -3.912388889999991 0),
36.62794444,-5.31775,Mbigiri,"36.6279","-5.31775",POINT Z (36.62794443999999 -5.317749999999986 0),
36.56422222,-5.44375,Namelok,"36.5642","-5.44375",POINT Z (36.56422222000001 -5.443749999999992 0),
36.56561944,-3.84081944,Loswaki,"36.5656","-3.84082",POINT Z (36.56561943999999 -3.840819439999992 0),
38.47013889,-7.85766111,Kipugira,"38.4701","-7.85766",POINT Z (38.47013888999997 -7.857661110000018 0),
37.5217,-10.85756111,Majimaji Darajani,"37.5217","-10.8576",POINT Z (37.52170000000001 -10.85756111000001 0),
36.65741111,-10.80188056,Hulia NICTBB,"36.6574","-10.8019",POINT Z (36.65741110999998 -10.80188055999999 0),
35.87836944,-10.25741111,Luhangano,"35.8784","-10.2574",POINT Z (35.87836943999999 -10.25741110999999 0),
35.37883056,-9.87171111,Madaba,"35.3788","-9.87171",POINT Z (35.37883055999997 -9.871711110000003 0),
35.23521,-11.41132,Matunduru Hill,"35.2352","-11.4113",POINT Z (35.23521000000001 -11.41131999999999 0),
33.9461,-6.08713,KIYOMBO,"33.9461","-6.08713",POINT Z (33.94610000000001 -6.087129999999994 0),
34.41855556,-3.70544444,MWONJORO SS,"34.4186","-3.70544",POINT Z (34.41855556000002 -3.705444440000014 0),
34.26864,-2.63435,NGE�SHA,"34.2686","-2.63435",POINT Z (34.26863999999999 -2.634350000000012 0),
34.239,-2.77761111,ZAGWA HILL,"34.239","-2.77761",POINT Z (34.239 -2.777611110000011 0),
33.68948889,-5.36803056,ALEX PS,"33.6895","-5.36803",POINT Z (33.68948889000001 -5.368030559999985 0),
32.939,-5.71041667,USUNGA MNADANI,"32.939","-5.71042",POINT Z (32.939 -5.710416670000001 0),
32.09122222,-5.17547222,NSENDA MLIMANI,"32.0912","-5.17547",POINT Z (32.09122222000001 -5.175472219999993 0),
32.33882,-5.24213,NSOGOLO PS,"32.3388","-5.24213",POINT Z (32.33882000000001 -5.242129999999994 0),
38.13733056,-5.22876944,Msempe Hill,"38.1373","-5.22877",POINT Z (38.13733056000002 -5.228769440000011 0),
38.13551111,-5.33261944,Kibaya,"38.1355","-5.33262",POINT Z (38.13551111 -5.332619439999993 0),
36.91634,-3.7286,Shambarai Hill,"36.9163","-3.7286",POINT Z (36.91633999999999 -3.728600000000006 0),
37.84845,-7.79428,RUBADA CAMPS,"37.8484","-7.79428",POINT Z (37.84845000000001 -7.794279999999986 0),
38.26743,-7.77994,MWASENI PS,"38.2674","-7.77994",POINT Z (38.26742999999998 -7.779940000000001 0),
37.90094,-7.80159,SERENA HOTEL,"37.9009","-7.80159",POINT Z (37.90094000000001 -7.801590000000003 0),
35.2628,-3.23744,Enduleni,"35.2628","-3.23744",POINT Z (35.2628 -3.237439999999998 0),
