X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,longitude,latitude,icon_url
34.712666,-5.839668,Mbugani Mnadani,,,,,,"-1","0","-1",,,34.7127,-5.83967,
34.981569,-5.619225,Hika,,,,,,"-1","0","-1",,,34.9816,-5.61923,
32.71267,-8.91407,Hamwelo,,,,,,"-1","0","-1",,,32.7127,-8.91407,
33.04168,-8.85193,Iyenga,,,,,,"-1","0","-1",,,33.0417,-8.85193,
32.9243,-9.03191,Mbozi Mission,,,,,,"-1","0","-1",,,32.9243,-9.03191,
38.05768,-5.39322,Kwenjugo,,,,,,"-1","0","-1",,,38.0577,-5.39322,
37.98576,-5.21106,Msomera,,,,,,"-1","0","-1",,,37.9858,-5.21106,
37.30045,-5.8931,Lusane (Msamvu),,,,,,"-1","0","-1",,,37.3004,-5.8931,
36.58262,-2.49031,Sinonik,,,,,,"-1","0","-1",,,36.5826,-2.49031,
36.529651,-2.850759,Kiserian,,,,,,"-1","0","-1",,,36.5297,-2.85076,
35.338729,-6.599337,Chifutuka_PS,,,,,,"-1","0","-1",,,35.3387,-6.59934,
36.181821,-5.890549,Membe Hill,,,,,,"-1","0","-1",,,36.1818,-5.89055,
36.088525,-4.753324,Keikei PS,,,,,,"-1","0","-1",,,36.0885,-4.75332,
35.744858,-4.960432,Tungufu Hill,,,,,,"-1","0","-1",,,35.7449,-4.96043,
30.863034,-1.622282,Kiregete PS,,,,,,"-1","0","-1",,,30.863,-1.62228,
30.925973,-1.850304,Masheli Hill,,,,,,"-1","0","-1",,,30.926,-1.8503,
30.985162,-1.848039,Bwikizo PS,,,,,,"-1","0","-1",,,30.9852,-1.84804,
31.051761,-2.954032,Nyamtukuza Hill,,,,,,"-1","0","-1",,,31.0518,-2.95403,
37.4516,-3.74242,Nyabinda,,,,,,"-1","0","-1",,,37.4516,-3.74242,
33.66321,-8.93236,Usohamuungano P/S,,,,,,"-1","0","-1",,,33.6632,-8.93236,
33.72313,-8.83443,Ihango P/S,,,,,,"-1","0","-1",,,33.7231,-8.83443,
36.93753,-6.35819,Masenge Hill,,,,,,"-1","0","-1",,,36.9375,-6.35819,
38.458885,-7.042702,Usungura,,,,,,"-1","0","-1",,,38.4589,-7.0427,
38.06497,-6.82199,Kiwege Dispensary,,,,,,"-1","0","-1",,,38.065,-6.82199,
38.01747,-6.71327,Kinonko,,,,,,"-1","0","-1",,,38.0175,-6.71327,
34.16007,-9.07031,Kigala P/S,,,,,,"-1","0","-1",,,34.1601,-9.07031,
39.80812,-4.99016,Chanjaani Shuleni,,,,,,"-1","0","-1",,,39.8081,-4.99016,
37.02282,-10.70614,Jaribuni P/S,,,,,,"-1","0","-1",,,37.0228,-10.7061,
37.45161,-10.97221,Cheleweni P/S,,,,,,"-1","0","-1",,,37.4516,-10.9722,
36.03246,-10.26134,Nangero P/S,,,,,,"-1","0","-1",,,36.0325,-10.2613,
36.13344,-10.2183,Nambecha Dispensary,,,,,,"-1","0","-1",,,36.1334,-10.2183,
35.26369,-10.5077,Lugagara Hill,,,,,,"-1","0","-1",,,35.2637,-10.5077,
34.993573,-4.588468,Mdilu PS,,,,,,"-1","0","-1",,,34.9936,-4.58847,
35.222396,-4.969062,Nduamughanga PS,,,,,,"-1","0","-1",,,35.2224,-4.96906,
34.030899,-4.801326,Kaugeli PS,,,,,,"-1","0","-1",,,34.0309,-4.80133,
32.249012,-5.223869,Isongwa PS,,,,,,"-1","0","-1",,,32.249,-5.22387,
